LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Total Defaults,Total Bill Amount,Total Pay Amount,Overall Outstanding,default payment next month
230000,1,2,2,28,0,0,2,2,0,0,2,97593,16249,81344,0
50000,1,1,2,27,2,2,0,0,2,2,4,5906,3871,2035,1
150000,1,2,1,27,0,0,0,0,0,0,0,157159,5408,151751,0
300000,1,1,2,27,0,0,0,0,0,0,0,0,0,0,0
360000,1,1,2,31,0,0,0,0,0,0,0,528289,57163,471126,0
390000,1,1,1,31,0,0,0,0,0,0,0,139524,74260,65264,0
50000,1,1,2,31,0,0,0,0,0,0,0,278076,22748,255328,1
220000,1,1,2,32,0,0,0,0,0,0,0,602619,27400,575219,0
60000,1,2,2,27,0,0,0,0,0,0,0,250964,9431,241533,0
100000,1,2,2,28,0,0,0,0,0,0,0,2892,1950,942,0
290000,1,2,2,30,0,0,0,0,0,0,0,118128,101405,16723,0
130000,1,2,2,31,0,0,0,0,0,0,0,627562,26881,600681,1
400000,1,1,3,31,1,0,0,0,0,0,1,4715,41698,-36983,0
30000,1,2,1,32,0,0,0,2,0,0,1,143190,11003,132187,0
260000,1,1,2,29,0,0,0,0,0,0,0,12382,8726,3656,0
70000,1,2,2,29,0,0,0,0,0,0,0,302751,19508,283243,0
160000,1,1,2,29,1,0,0,0,0,0,1,0,0,0,1
280000,1,1,2,30,0,0,0,0,0,0,0,10258,7869,2389,0
500000,1,1,2,30,0,0,0,0,0,0,0,544769,348446,196323,0
110000,1,1,2,29,0,0,0,0,0,0,0,590152,25800,564352,0
120000,1,2,1,29,0,0,2,0,0,0,1,12143,8663,3480,0
50000,1,1,2,32,0,0,0,0,0,0,0,85947,9329,76618,0
100000,1,1,2,27,0,0,0,0,0,0,0,441867,37655,404212,0
360000,1,1,2,29,0,0,0,0,0,0,0,19715,12809,6906,0
20000,1,1,2,27,1,2,3,2,3,2,6,40643,4100,36543,1
50000,1,3,2,29,0,0,0,0,0,0,0,291368,21133,270235,0
500000,1,1,2,30,0,0,0,0,0,0,0,1647329,63871,1583458,0
50000,1,1,1,32,0,0,0,0,0,0,0,167838,9213,158625,1
250000,1,3,1,34,0,0,0,0,0,0,0,0,0,0,1
260000,1,2,2,34,0,0,0,0,0,0,0,370641,32017,338624,0
150000,1,1,2,34,0,0,0,0,0,0,0,332418,21370,311048,0
80000,1,1,2,33,0,0,0,0,0,0,0,180847,65016,115831,0
180000,1,3,2,34,0,0,0,0,0,0,0,72347,73223,-876,0
170000,1,1,1,40,0,0,0,0,2,0,1,690820,28223,662597,0
300000,1,1,1,40,0,0,0,0,0,0,0,47990,42885,5105,0
230000,1,1,1,39,1,0,0,0,0,0,1,1769,1803,-34,0
470000,1,2,2,35,0,0,0,0,0,0,0,650240,168707,481533,0
20000,1,3,1,37,0,0,0,0,0,0,0,112756,27349,85407,0
70000,1,1,2,38,2,0,0,0,0,0,1,33014,30375,2639,0
320000,1,1,2,41,0,0,0,0,0,0,0,1268628,60426,1208202,0
500000,1,1,1,39,0,0,0,0,0,0,0,229902,231036,-1134,0
360000,1,2,1,47,0,0,0,0,0,0,0,4230,2500,1730,0
180000,1,1,1,42,0,0,0,0,0,0,0,2282,1956,326,0
100000,1,1,1,40,2,2,0,0,0,0,2,171406,9500,161906,1
10000,1,1,1,40,2,0,0,0,0,0,1,4567,5000,-433,1
20000,1,2,2,41,0,0,0,0,0,0,0,64591,29324,35267,0
70000,1,3,1,46,1,2,2,2,2,2,6,190743,7683,183060,0
20000,1,2,2,26,2,0,0,0,2,2,3,50262,5140,45122,1
500000,1,1,1,46,0,0,0,0,0,0,0,198103,249175,-51072,0
140000,1,1,2,32,0,0,2,2,2,2,4,227765,13439,214326,0
360000,1,2,1,39,0,0,0,0,0,0,0,7566,7566,0,0
160000,1,2,1,32,1,2,0,0,0,0,2,21840,3594,18246,1
200000,1,1,1,34,0,0,0,0,0,0,0,495,330,165,0
230000,1,3,1,48,0,0,2,0,0,0,1,126786,13034,113752,0
360000,1,1,2,38,0,0,0,0,0,0,0,0,0,0,1
260000,1,1,1,40,0,0,0,0,0,0,0,69832,50158,19674,0
50000,1,2,1,35,2,2,2,0,0,0,3,282088,36749,245339,1
500000,1,3,1,39,0,0,0,0,0,0,0,336767,39868,296899,0
230000,1,1,1,38,0,0,0,0,0,0,0,8752,864,7888,0
340000,1,2,1,39,0,0,0,0,0,0,0,724668,23000,701668,0
130000,1,3,1,38,0,0,0,0,0,0,0,223260,116185,107075,0
80000,1,3,1,47,0,0,0,0,0,0,0,177472,8030,169442,0
250000,1,1,1,40,0,0,0,0,0,0,0,2376,2089,287,0
140000,1,2,1,48,1,2,2,2,2,2,6,535682,21800,513882,1
390000,1,1,2,37,0,0,0,0,0,0,0,10998,10952,46,1
260000,1,1,1,37,0,0,0,0,0,0,0,1432523,84691,1347832,0
160000,1,2,1,43,0,0,0,0,0,0,0,439456,32000,407456,0
210000,1,2,2,38,0,0,0,0,0,0,0,169379,60295,109084,0
90000,1,2,1,48,2,2,0,0,0,0,2,71900,0,71900,1
290000,1,1,1,45,0,0,0,0,0,0,0,29210,27304,1906,0
560000,1,1,2,40,0,0,0,0,0,0,0,2422565,73935,2348630,0
110000,1,2,1,37,0,0,2,2,0,0,2,673105,29600,643505,0
350000,1,3,1,37,0,0,0,0,0,0,0,264637,33056,231581,0
280000,1,1,2,35,0,0,0,0,0,0,0,821259,36385,784874,0
260000,1,1,1,40,0,0,0,0,0,0,0,34471,0,34471,0
440000,1,2,1,34,0,0,0,0,0,0,0,921588,29207,892381,0
200000,1,4,1,49,0,0,0,0,0,0,0,299127,15333,283794,0
150000,1,2,2,32,1,2,2,2,2,2,6,853155,34375,818780,0
50000,1,1,2,39,3,3,2,2,2,0,5,275960,65840,210120,0
500000,1,1,2,29,0,0,0,0,0,0,0,54542,37166,17376,0
320000,1,1,1,29,0,0,0,0,0,0,0,450522,88310,362212,0
500000,1,1,1,34,1,0,0,2,0,0,2,236241,123862,112379,1
500000,1,1,1,45,0,0,0,0,0,0,0,27048,26241,807,1
260000,1,5,2,35,0,0,0,0,0,0,0,885849,38001,847848,0
330000,1,3,1,39,0,0,0,0,0,0,0,13104,13104,0,0
360000,1,2,1,36,0,0,0,0,0,0,0,2059772,110379,1949393,0
360000,1,1,2,33,0,0,0,0,0,0,0,836349,73371,762978,0
130000,1,2,2,33,2,2,3,2,0,0,4,129461,7500,121961,1
320000,1,2,2,32,0,0,0,0,0,0,0,1082372,291409,790963,0
350000,1,2,2,42,0,0,0,0,0,0,0,1472691,52232,1420459,1
20000,1,2,2,38,1,3,2,2,0,0,4,131512,3901,127611,0
200000,1,1,2,29,0,0,0,2,0,0,1,153575,137194,16381,0
240000,1,3,1,33,0,0,2,0,0,2,2,294627,12000,282627,0
50000,1,2,1,29,0,0,0,0,0,0,0,250907,11100,239807,0
10000,1,3,1,35,0,0,0,0,0,0,0,52473,4359,48114,1
360000,1,1,2,31,1,0,0,0,0,0,1,8698,8118,580,0
20000,1,3,1,30,0,0,0,0,0,0,0,114188,32055,82133,0
460000,1,1,1,47,0,0,0,0,0,0,0,0,0,0,1
180000,1,1,1,49,0,0,0,0,0,0,0,402313,23000,379313,0
50000,1,2,1,35,0,0,0,0,0,0,0,238027,8187,229840,0
70000,1,2,2,32,0,0,0,0,0,0,0,411617,14969,396648,0
140000,1,2,2,39,1,0,0,0,0,0,1,95325,64469,30856,0
500000,1,2,1,41,0,0,0,0,0,0,0,957637,120602,837035,0
280000,1,2,1,44,0,0,0,0,0,0,0,794581,29105,765476,0
110000,1,2,2,37,0,0,0,0,0,0,0,443532,27000,416532,0
90000,1,1,1,37,0,0,0,0,0,0,0,484688,18638,466050,0
170000,1,1,1,38,0,0,0,0,0,0,0,14580,14749,-169,0
290000,1,1,2,40,0,0,0,0,0,0,0,810993,38700,772293,0
80000,1,2,1,46,1,2,0,0,2,2,4,21935,5000,16935,0
150000,1,2,1,43,0,0,0,0,0,0,0,509027,26413,482614,0
80000,1,3,1,38,0,0,0,0,0,0,0,401706,16044,385662,0
20000,1,1,1,44,0,0,0,0,0,0,0,105313,7450,97863,1
150000,1,2,1,36,2,2,2,2,2,2,6,235572,6228,229344,1
300000,1,1,1,48,0,0,0,0,0,0,0,76780,74800,1980,0
130000,1,2,1,39,3,2,0,0,0,0,2,280456,23333,257123,0
490000,1,1,1,41,1,2,0,0,0,0,2,1294646,48000,1246646,0
120000,1,2,2,34,0,0,0,2,2,2,3,319918,16800,303118,0
50000,1,3,1,34,0,0,0,2,0,0,1,57192,3710,53482,1
150000,1,1,2,28,0,0,0,0,0,0,0,400071,16700,383371,0
720000,1,1,1,40,0,0,0,0,0,0,0,1046417,37698,1008719,1
20000,1,2,1,48,0,0,0,0,0,0,0,21622,1400,20222,0
260000,1,1,1,35,0,0,0,0,0,0,0,912798,37854,874944,0
240000,1,1,1,33,0,0,0,0,0,0,0,836244,31600,804644,0
130000,1,2,3,34,2,2,2,0,0,0,3,787615,31605,756010,1
200000,1,3,2,38,0,0,0,0,0,0,0,531498,89060,442438,0
140000,1,2,1,37,0,0,0,0,0,0,0,330614,12000,318614,0
10000,1,3,1,41,0,0,0,0,0,3,1,52034,5350,46684,0
140000,1,2,1,38,1,2,2,2,2,2,6,808271,28600,779671,1
20000,1,3,2,45,0,0,0,0,0,0,0,59276,12000,47276,1
200000,1,1,1,38,0,0,0,0,0,0,0,10034,9243,791,0
130000,1,2,1,44,0,0,0,0,0,0,0,294076,140848,153228,1
360000,1,1,2,35,0,0,0,0,0,0,0,311271,93324,217947,0
210000,1,2,1,38,2,0,0,0,0,0,1,1182051,46778,1135273,1
230000,1,1,1,38,0,0,0,0,0,0,0,0,0,0,0
210000,1,2,1,44,1,2,0,0,2,0,3,522997,17820,505177,1
200000,1,2,1,35,0,0,0,0,0,0,0,20795,13223,7572,0
20000,1,3,2,27,0,0,0,0,0,0,0,71999,22500,49499,1
410000,1,1,2,28,0,0,0,0,0,0,0,455480,34000,421480,0
280000,1,5,1,39,0,0,0,0,0,0,0,1409081,51986,1357095,0
360000,1,2,1,39,0,0,0,0,0,0,0,95997,23833,72164,0
10000,1,2,2,28,1,2,2,2,2,2,6,31795,9850,21945,1
20000,1,2,2,37,1,2,0,0,0,0,2,101060,8000,93060,1
370000,1,1,2,30,0,0,0,0,0,0,0,1702223,71000,1631223,0
180000,1,1,1,48,0,0,0,0,0,0,0,991729,43000,948729,0
60000,1,1,1,38,1,0,0,0,0,0,1,1040,1040,0,0
80000,1,1,1,46,2,2,2,2,0,0,4,354208,13400,340808,1
70000,1,2,1,47,0,0,0,0,0,0,0,280473,10500,269973,0
400000,1,1,2,32,0,0,0,0,0,0,0,955959,316070,639889,0
150000,1,1,2,31,0,0,0,0,0,0,0,48007,41704,6303,0
50000,1,2,1,42,1,2,0,0,0,0,2,220752,8221,212531,0
310000,1,2,1,41,0,0,0,0,0,0,0,1491200,51173,1440027,0
200000,1,2,1,44,0,0,0,0,0,0,0,292061,8017,284044,0
430000,1,1,1,34,0,0,0,0,0,0,0,47835,44344,3491,0
240000,1,2,1,40,0,0,0,0,0,0,0,46371,6278,40093,0
360000,1,2,2,44,0,0,0,0,0,0,0,755127,24522,730605,0
380000,1,2,1,35,0,0,0,0,0,0,0,387329,66085,321244,0
190000,1,3,1,41,0,0,0,0,0,0,0,196707,8065,188642,0
350000,1,1,1,34,0,0,0,0,0,0,0,553724,21240,532484,0
110000,1,3,1,37,0,0,0,0,0,0,0,460512,15741,444771,0
180000,1,2,1,32,0,0,0,0,0,0,0,5888,5910,-22,0
400000,1,1,1,35,0,0,0,0,0,0,0,43635,45773,-2138,0
500000,1,1,2,35,0,0,0,0,0,0,0,293347,156489,136858,0
170000,1,2,1,48,0,0,0,0,0,0,0,2730,1560,1170,0
360000,1,3,1,41,0,0,0,0,0,0,0,0,0,0,1
60000,1,2,1,44,0,0,0,0,0,0,0,276775,13488,263287,0
350000,1,1,2,32,0,0,0,0,0,0,0,133690,10258,123432,0
500000,1,2,1,31,0,0,0,0,0,0,0,25611,174105,-148494,0
230000,1,1,2,32,0,0,0,0,0,0,0,250838,55139,195699,0
20000,1,2,1,35,0,0,0,0,2,2,2,91716,10200,81516,1
240000,1,2,1,37,0,0,0,0,0,0,0,86912,12000,74912,0
440000,1,2,2,42,0,0,0,0,0,0,0,317773,36000,281773,0
250000,1,3,2,31,0,0,0,0,0,0,0,384793,47333,337460,0
300000,1,1,1,38,0,0,0,0,0,0,0,-1349,2591,-3940,1
180000,1,2,2,28,1,1,0,0,0,0,2,24608,48538,-23930,0
360000,1,1,1,39,0,0,0,0,0,0,0,258984,91674,167310,0
260000,1,1,1,38,0,0,0,0,0,0,0,836651,32036,804615,0
80000,1,1,2,42,5,4,3,2,0,0,4,367362,50771,316591,0
390000,1,1,1,47,0,0,0,0,0,0,0,48271,42658,5613,0
250000,1,3,1,42,0,0,0,0,0,0,0,41300,0,41300,0
100000,1,2,2,43,0,0,0,0,0,0,0,531108,26265,504843,0
170000,1,3,1,44,0,0,0,0,0,0,0,1010361,42000,968361,0
500000,1,1,1,45,0,0,0,0,0,0,0,98662,119923,-21261,0
410000,1,2,1,36,0,0,0,0,0,0,0,2336139,82950,2253189,0
360000,1,1,1,32,0,0,0,0,0,0,0,2500,0,2500,0
290000,1,2,1,38,0,0,0,0,0,0,0,45325,25023,20302,0
80000,1,2,1,44,0,0,0,0,0,0,0,140290,63179,77111,0
280000,1,1,2,31,0,0,0,0,0,0,0,34091,26135,7956,0
360000,1,2,1,40,0,0,0,0,0,0,0,267685,87032,180653,0
100000,1,2,1,44,0,0,0,0,0,0,0,2340,2340,0,0
80000,1,2,2,31,0,0,0,0,0,0,0,219866,29387,190479,0
80000,1,1,2,46,0,0,0,0,0,0,0,219807,33004,186803,0
180000,1,1,1,45,1,0,0,0,0,0,1,0,0,0,0
400000,1,1,1,34,0,0,0,0,0,0,0,188949,149311,39638,0
450000,1,2,1,48,0,0,0,0,0,0,0,69500,61191,8309,0
80000,1,1,2,34,2,2,2,2,2,2,6,384784,16100,368684,1
210000,1,2,1,37,0,0,0,0,0,0,0,341235,58292,282943,0
300000,1,2,1,45,0,0,0,0,0,0,0,3240,3240,0,0
340000,1,2,2,41,0,0,0,0,0,0,0,16295,18140,-1845,0
110000,1,1,2,30,0,0,0,0,2,2,2,401641,28000,373641,0
50000,1,2,1,41,0,0,0,0,0,0,0,58441,19840,38601,0
20000,1,2,1,40,0,0,0,0,0,0,0,89014,28020,60994,0
16000,1,5,1,46,0,0,0,0,0,2,1,166328,14000,152328,0
60000,1,1,2,31,0,0,0,0,0,0,0,159077,6000,153077,0
70000,1,1,2,31,1,2,2,2,0,0,4,151867,8000,143867,1
70000,1,2,1,34,0,0,0,0,2,0,1,193394,20200,173194,0
430000,1,1,2,35,0,0,0,0,0,0,0,86757,74979,11778,0
60000,1,2,2,39,0,0,2,0,0,0,1,312983,14217,298766,0
200000,1,1,1,46,0,0,0,0,0,0,0,92633,63762,28871,0
160000,1,2,1,39,1,3,2,2,2,2,6,292603,8800,283803,0
200000,1,3,1,40,0,0,0,0,0,0,0,215344,97487,117857,0
500000,1,1,1,43,0,0,0,0,0,0,0,729605,25002,704603,0
50000,1,2,1,43,0,2,0,0,2,0,2,2990,2640,350,1
220000,1,1,2,38,0,0,0,0,0,0,0,1245115,46961,1198154,0
180000,1,2,1,48,0,0,0,0,0,0,0,662337,51000,611337,0
310000,1,2,2,35,0,0,0,0,0,0,0,773378,39055,734323,0
80000,1,3,1,41,0,0,0,0,0,0,0,243970,17635,226335,0
50000,1,2,2,37,0,0,0,0,0,0,0,219201,7623,211578,0
400000,1,1,1,43,0,0,0,0,0,0,0,15807,18262,-2455,0
280000,1,1,2,32,1,0,0,0,0,0,1,0,0,0,1
100000,1,1,2,32,0,0,0,0,2,0,1,349927,8026,341901,0
350000,1,2,1,42,0,0,0,0,0,0,0,1106935,41207,1065728,0
10000,1,3,2,41,0,0,0,0,0,0,0,40380,11946,28434,0
100000,1,2,2,35,2,0,0,0,0,0,1,474366,17433,456933,0
240000,1,1,1,38,0,0,0,0,0,0,0,41639,51178,-9539,0
500000,1,1,1,46,0,0,0,0,0,0,0,3056,3056,0,0
50000,1,3,1,36,3,2,2,2,2,0,5,1680,930,750,1
30000,1,2,1,33,0,0,0,0,0,0,0,196071,6282,189789,1
360000,1,1,1,41,0,0,0,0,0,0,0,11491,8653,2838,0
250000,1,1,1,49,0,0,0,0,0,0,0,1391564,56500,1335064,0
260000,1,2,2,29,0,0,0,0,0,2,1,1264674,51879,1212795,0
50000,1,3,1,40,0,0,0,0,0,0,0,149329,26203,123126,0
550000,1,2,2,33,0,0,0,0,0,0,0,28514,57577,-29063,0
420000,1,1,1,46,2,2,2,0,0,0,3,2425419,173334,2252085,1
130000,1,2,1,35,0,0,0,0,0,0,0,264302,7000,257302,0
320000,1,2,1,46,0,0,0,0,0,0,0,1955672,74146,1881526,0
50000,1,3,2,47,0,0,0,0,0,0,0,131994,29865,102129,0
310000,1,1,1,45,0,0,0,0,0,0,0,46048,41045,5003,0
340000,1,1,1,49,0,0,0,0,0,0,0,3760,2437,1323,1
280000,1,1,1,37,0,0,0,0,0,0,0,91027,77536,13491,0
250000,1,1,1,32,0,0,0,0,0,0,0,40031,10473,29558,0
80000,1,2,3,40,0,0,0,0,0,0,0,391081,29733,361348,0
230000,1,3,2,29,1,0,0,0,0,0,1,7222,9741,-2519,1
330000,1,2,2,37,0,0,0,0,0,0,0,18894,8866,10028,0
350000,1,3,2,41,0,0,0,0,0,0,0,43237,44067,-830,0
280000,1,1,2,35,1,0,0,0,0,0,1,2496,2496,0,0
140000,1,1,2,36,2,0,0,0,0,0,1,361633,17800,343833,1
130000,1,3,1,43,2,2,2,2,2,2,6,356450,17200,339250,0
200000,1,2,1,35,0,0,2,0,0,2,2,973741,35451,938290,1
280000,1,1,2,37,0,0,0,0,0,0,0,24265,27059,-2794,0
20000,1,3,2,36,0,0,0,0,0,0,0,55514,24421,31093,0
50000,1,3,1,47,0,0,0,0,0,0,0,91305,5858,85447,0
30000,1,3,1,28,2,2,2,2,2,2,6,148414,8871,139543,1
60000,1,5,2,32,0,0,0,0,0,0,0,226336,8000,218336,0
50000,1,2,1,32,0,0,0,0,0,0,0,179375,10247,169128,0
20000,1,3,1,46,1,2,0,0,0,0,2,118064,6258,111806,0
100000,1,1,1,38,0,0,0,0,0,0,0,196406,8000,188406,1
100000,1,2,2,34,0,0,0,0,0,0,0,36820,4524,32296,0
210000,1,2,1,39,0,0,0,0,0,0,0,35699,21094,14605,1
20000,1,3,1,45,0,0,0,0,0,0,0,141600,3600,138000,0
130000,1,2,2,33,1,0,0,0,0,0,1,2663,2981,-318,0
290000,1,3,2,41,0,0,0,0,0,0,0,1165470,52126,1113344,0
40000,1,1,2,45,0,0,0,0,0,0,0,20194,36386,-16192,0
10000,1,2,1,33,0,0,0,0,0,0,0,69753,5181,64572,0
360000,1,2,2,39,0,0,0,0,0,0,0,107027,102166,4861,0
210000,1,3,1,44,1,0,0,0,0,0,1,0,0,0,1
230000,1,1,2,39,0,0,0,0,2,0,1,2117,12567,-10450,0
60000,1,2,1,35,2,0,0,0,2,2,3,71009,6200,64809,1
150000,1,1,2,35,0,0,0,0,0,0,0,738016,64000,674016,0
230000,1,1,2,44,0,0,0,0,0,0,0,175946,14000,161946,0
110000,1,1,2,35,3,2,2,3,3,2,6,2550,288,2262,1
150000,1,3,2,39,0,0,0,0,0,0,0,-8233,12961,-21194,0
350000,1,1,1,38,0,0,0,0,0,0,0,122181,115620,6561,0
100000,1,3,2,44,0,0,0,0,0,0,0,477064,17954,459110,1
200000,1,2,2,30,0,0,0,0,0,0,0,292439,8623,283816,0
200000,1,2,2,34,0,0,0,0,0,0,0,37019,42094,-5075,0
10000,1,2,1,35,2,0,0,0,0,0,1,58027,5780,52247,0
200000,1,1,2,30,0,0,0,0,0,0,0,286744,11989,274755,0
240000,1,2,1,34,0,0,0,0,0,0,0,1065666,42245,1023421,0
290000,1,1,2,38,0,0,0,0,0,0,0,-47365,70109,-117474,0
80000,1,2,2,31,0,0,0,0,0,0,0,446312,22600,423712,0
80000,1,2,1,39,2,2,2,2,2,2,6,330055,13900,316155,1
320000,1,1,2,29,0,0,0,0,0,0,0,149046,51976,97070,0
140000,1,3,1,39,1,2,2,2,0,0,4,551320,22553,528767,1
60000,1,2,2,32,0,2,0,2,0,0,2,188398,63563,124835,0
150000,1,5,1,34,0,0,0,0,0,0,0,480000,8000,472000,0
20000,1,3,1,39,0,2,2,2,0,0,3,2730,1170,1560,0
50000,1,2,1,44,0,0,0,0,0,0,0,8902,5701,3201,1
150000,1,2,2,35,0,0,0,0,0,0,0,339729,12837,326892,0
20000,1,2,2,36,0,0,0,2,0,0,1,112873,7500,105373,0
80000,1,3,2,46,2,0,0,0,0,0,1,399762,14075,385687,1
50000,1,2,1,36,0,0,0,0,0,0,0,29163,12546,16617,0
190000,1,1,1,48,0,0,0,0,0,0,0,493679,13461,480218,0
190000,1,3,2,35,0,0,0,0,0,0,0,1000858,39041,961817,0
140000,1,2,2,30,0,0,0,0,0,0,0,188178,148878,39300,0
160000,1,2,2,33,0,0,0,0,0,0,0,509369,23200,486169,0
580000,1,1,1,35,0,0,0,0,0,0,0,20655,9710,10945,0
500000,1,1,1,43,1,0,0,0,0,0,1,4893,5893,-1000,0
130000,1,2,1,38,0,0,0,0,0,0,0,343652,22000,321652,0
300000,1,3,1,44,0,0,0,0,0,0,0,36703,40483,-3780,0
300000,1,2,1,45,1,0,0,0,0,0,1,1290153,286605,1003548,1
120000,1,2,2,34,0,0,0,0,0,0,0,5516,5136,380,0
220000,1,1,2,30,0,0,0,0,0,0,0,5477,3142,2335,0
10000,1,2,1,44,0,0,0,0,0,0,0,1560,1170,390,0
60000,1,2,1,47,0,0,0,0,0,2,1,200603,12900,187703,1
150000,1,3,2,32,0,0,0,0,0,0,0,2774,1448,1326,0
130000,1,2,2,41,0,0,0,0,0,0,0,579551,24154,555397,0
210000,1,3,1,49,0,0,0,0,0,0,0,164423,8800,155623,0
70000,1,2,2,36,0,0,0,0,0,0,0,147410,11830,135580,0
130000,1,2,1,37,0,0,0,2,2,2,3,178720,11603,167117,1
70000,1,3,1,46,1,2,2,2,2,2,6,76695,5700,70995,1
260000,1,6,1,48,0,0,0,0,0,0,0,408954,214748,194206,1
60000,1,2,2,29,0,0,0,0,0,0,0,208114,14653,193461,0
110000,1,1,2,33,0,0,0,0,0,0,0,214694,106535,108159,0
230000,1,2,1,33,1,0,0,0,0,0,1,2150,2150,0,0
100000,1,3,2,33,1,0,0,2,0,0,2,192891,107027,85864,0
360000,1,3,1,42,0,0,0,0,0,0,0,1214065,41133,1172932,0
120000,1,1,1,43,0,0,0,0,0,0,0,19618,20957,-1339,0
230000,1,3,2,41,0,0,0,0,0,0,0,79603,9562,70041,1
150000,1,2,2,31,0,0,0,0,0,0,0,246883,123338,123545,0
450000,1,1,2,31,1,2,2,2,0,0,4,315104,6009,309095,1
150000,1,1,2,31,2,2,2,2,2,3,6,487377,80451,406926,1
170000,1,1,1,41,0,0,0,0,0,0,0,291827,32687,259140,0
270000,1,1,1,40,0,0,0,0,0,0,0,34696,4451,30245,0
500000,1,1,2,38,0,0,0,0,0,0,0,8086,8086,0,0
300000,1,1,1,35,0,0,0,0,0,0,0,2801,1555,1246,0
150000,1,1,1,35,0,0,0,0,0,0,0,65958,47757,18201,0
360000,1,1,2,34,0,0,0,0,0,0,0,1986944,74389,1912555,0
110000,1,2,1,42,0,0,0,0,2,2,2,476396,25000,451396,1
360000,1,1,1,38,0,0,0,0,0,0,0,238217,95492,142725,0
220000,1,1,2,37,0,0,0,0,0,0,0,0,0,0,1
230000,1,1,2,45,0,0,0,0,0,0,0,487196,15653,471543,0
500000,1,3,1,47,0,0,0,0,0,0,0,24229,18237,5992,0
210000,1,2,1,43,0,0,0,0,0,0,0,216850,28013,188837,0
500000,1,2,1,47,0,0,0,0,0,0,0,102220,98474,3746,0
30000,1,3,1,33,3,2,2,0,0,2,4,135102,10200,124902,1
490000,1,3,1,45,0,0,2,0,0,0,1,336563,29000,307563,0
240000,1,2,1,48,0,0,0,0,0,0,0,1412179,51400,1360779,0
200000,1,1,1,46,2,2,2,2,2,2,6,421531,27000,394531,1
490000,1,2,2,42,0,0,0,0,0,0,0,2750175,102100,2648075,0
240000,1,2,1,47,0,0,0,0,0,0,0,944862,641216,303646,0
160000,1,1,2,29,0,0,0,0,0,0,0,11240,7659,3581,0
60000,1,2,2,30,0,0,2,0,0,0,1,69064,67394,1670,0
160000,1,5,2,40,0,0,0,0,0,0,0,853202,31450,821752,0
400000,1,3,1,42,0,0,0,0,0,0,0,489282,18471,470811,1
320000,1,2,1,33,0,0,0,0,0,0,0,788619,206629,581990,0
340000,1,1,2,38,0,0,0,0,0,0,0,12057,3012,9045,0
240000,1,3,1,45,0,0,0,0,0,0,0,799311,30253,769058,0
100000,1,1,2,30,2,2,2,0,0,2,4,209319,9580,199739,1
50000,1,1,1,46,0,0,0,0,2,2,2,102578,8500,94078,0
200000,1,1,1,36,1,0,0,0,0,0,1,746,1600,-854,0
280000,1,3,1,44,0,0,0,0,0,0,0,304115,35069,269046,0
360000,1,2,1,37,0,0,0,0,0,0,0,13135,16057,-2922,0
20000,1,2,1,43,2,2,2,2,4,3,6,108168,7300,100868,1
160000,1,0,1,47,0,0,0,0,0,0,0,20453,20394,59,0
30000,1,2,2,29,7,6,5,4,3,2,6,188345,1642,186703,1
90000,1,1,2,29,2,2,2,2,2,2,6,79160,4900,74260,1
20000,1,2,1,43,0,0,0,0,0,0,0,91026,6209,84817,1
100000,1,3,2,30,0,0,0,0,2,2,2,256322,17420,238902,1
20000,1,3,1,40,3,2,2,2,2,2,6,1800,0,1800,1
300000,1,3,1,40,0,0,0,0,0,0,0,269366,14600,254766,0
70000,1,2,2,31,0,0,0,0,0,0,0,400545,15886,384659,0
10000,1,1,1,42,4,3,2,2,2,0,5,42948,2690,40258,0
50000,1,2,2,42,0,0,0,0,0,0,0,59034,5700,53334,0
280000,1,2,1,40,1,2,0,0,0,0,2,1128307,34000,1094307,0
10000,1,3,2,44,1,2,0,0,0,0,2,53357,3359,49998,0
10000,1,2,1,29,0,0,0,0,0,0,0,51134,10200,40934,1
20000,1,1,2,29,0,0,0,2,0,0,1,98497,9770,88727,0
200000,1,1,2,30,0,0,0,0,0,0,0,372971,17478,355493,0
140000,1,2,1,34,0,0,0,0,0,0,0,459798,23240,436558,0
100000,1,1,2,32,0,0,0,0,0,0,0,518322,19400,498922,0
170000,1,1,2,33,0,0,0,0,0,0,0,3951,2896,1055,0
160000,1,3,1,33,0,0,0,0,0,0,0,1956,1956,0,0
190000,1,2,2,38,0,0,0,0,0,0,0,32520,16592,15928,0
180000,1,2,2,36,0,0,0,0,0,0,0,801453,36200,765253,0
500000,1,1,1,36,1,0,0,0,0,0,1,-264,0,-264,0
340000,1,1,1,42,0,0,0,0,0,0,0,40015,37667,2348,0
120000,1,3,1,42,2,2,0,0,0,0,2,61650,0,61650,1
180000,1,1,1,38,0,0,0,0,0,0,0,144716,8300,136416,0
200000,1,3,1,48,0,0,0,0,0,0,0,33549,39008,-5459,0
230000,1,1,1,45,0,0,0,0,0,0,0,166568,8780,157788,0
120000,1,1,2,27,0,0,0,0,0,0,0,260556,36024,224532,0
150000,1,1,2,46,0,0,0,0,0,0,0,370905,31000,339905,0
80000,1,2,2,27,1,2,0,0,0,0,2,13082,13538,-456,1
90000,1,2,2,27,0,0,2,0,0,0,1,275507,11013,264494,0
200000,1,1,2,28,0,0,0,0,0,0,0,28547,31552,-3005,0
